Day,Bitcoin
2018-09-22,78.57142857142857
2018-09-23,75.0
2018-09-24,78.57142857142857
2018-09-25,80.35714285714286
2018-09-26,82.14285714285714
2018-09-27,80.35714285714286
2018-09-28,82.14285714285714
2018-09-29,69.64285714285714
2018-09-30,71.42857142857143
2018-10-01,75.0
2018-10-02,73.21428571428571
2018-10-03,75.0
2018-10-04,73.21428571428571
2018-10-05,73.21428571428571
2018-10-06,66.07142857142857
2018-10-07,60.71428571428571
2018-10-08,75.0
2018-10-09,75.0
2018-10-10,76.78571428571429
2018-10-11,98.21428571428571
2018-10-12,80.35714285714286
2018-10-13,71.42857142857143
2018-10-14,66.07142857142857
2018-10-15,92.85714285714286
2018-10-16,82.14285714285714
2018-10-17,75.0
2018-10-18,75.0
2018-10-19,75.0
2018-10-20,66.07142857142857
2018-10-21,66.07142857142857
2018-10-22,73.21428571428571
2018-10-23,75.0
2018-10-24,75.0
2018-10-25,73.21428571428571
2018-10-26,67.85714285714286
2018-10-27,60.71428571428571
2018-10-28,58.92857142857143
2018-10-29,73.21428571428571
2018-10-30,71.42857142857143
2018-10-31,76.78571428571429
2018-11-01,73.21428571428571
2018-11-02,69.64285714285714
2018-11-03,64.28571428571429
2018-11-04,66.07142857142857
2018-11-05,75.0
2018-11-06,75.0
2018-11-07,73.21428571428571
2018-11-08,71.42857142857143
2018-11-09,69.64285714285714
2018-11-10,58.92857142857143
2018-11-11,60.71428571428571
2018-11-12,69.64285714285714
2018-11-13,69.64285714285714
2018-11-14,110.71428571428572
2018-11-15,126.78571428571428
2018-11-16,100.0
2018-11-17,82.14285714285714
2018-11-18,75.0
2018-11-19,125.0
2018-11-20,178.57142857142858
2018-11-21,141.07142857142858
2018-11-22,105.35714285714286
2018-11-23,107.14285714285714
2018-11-24,101.78571428571428
2018-11-25,151.78571428571428
2018-11-26,144.64285714285714
2018-11-27,137.5
2018-11-28,125.0
2018-11-29,112.5
2018-11-30,101.78571428571428
2018-12-01,91.07142857142857
2018-12-02,82.14285714285714
2018-12-03,100.0
